age,gender,path,face_score1,face_score2,face_location_x1,face_location_x2,face_location_y1,face_location_y2
34,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000902_rm520850944_1954-6-15_1989.jpg,3.0338308355400976,,1150.08470474,171.43046463,1317.41916938,338.76492927
24,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000702_rm3462707712_1976-3-22_2001.jpg,1.6557996325050068,,598.455,238.359,671.088,310.992
28,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0001201_rm4231646208_1945-2-9_1974.jpg,2.1487855196118515,,712.67981986,1655.97157967,1768.67204965,2711.96380946
59,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0773603_rm1063236352_1951-10-26_2011.jpg,2.7810762164656597,,401.41481201,458.46721373,912.83842746,969.89082917
43,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0855103_rm2731326464_1961-12-16_2005.jpg,4.643287468207314,,133.12,526.336,1310.72,1703.936
27,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0279702_rm1747563008_1983-6-23_2011.jpg,4.823706266404117,,214.97509219,427.90218438,1171.09900705,1384.02609924
57,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm0001505_rm2695404288_1947-11-13_2005.jpg,5.265057831147169,,82.42682685,59.03459061,187.13788994,163.7456537
18,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0004802_rm1527354880_1975-6-25_1994.jpg,1.4952078426039384,,128.12505278,38.30075638,170.1934037,80.3691073
46,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/07/nm0000307_rm2973869312_1966-5-26_2013.jpg,1.8100764759352124,,591.872,559.104,884.736,851.968
21,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0000704_rm4262696960_1981-1-28_2003.jpg,3.0350726061947495,,67.9,23.1,268.8,224.
53,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000102_rm2465248768_1958-7-8_2012.jpg,3.085427623730382,,722.944,591.872,868.352,737.28
35,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0004906_rm4260923392_1973-11-26_2009.jpg,1.7157470380286581,,242.63804758,92.22174773,300.83259969,150.41629984
41,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0164809_rm2537929472_1969-7-17_2011.jpg,3.494241588391028,,138.01203494,148.56142224,232.08652066,242.63590797
21,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm2003700_rm2398525440_1985-7-18_2007.jpg,4.344222295804386,,111.38569827,86.74620977,221.75539655,197.11590804
33,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm0005305_rm719046144_1976-10-31_2010.jpg,5.563278418107399,,768.54866259,244.10084082,1129.57992382,605.13210205
46,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0005501_rm4213872384_1960-4-4_2007.jpg,4.1703513928148945,,89.94437768,134.51656652,289.71922746,334.29141631
40,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/07/nm0000407_rm883137280_1964-7-30_2005.jpg,5.456609341066077,,68.17725354,45.62950236,169.10813384,146.56038267
49,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000402_rm3327432960_1956-10-21_2006.jpg,3.5159423800512215,,154.2540515,47.28079828,213.94650644,106.97325322
21,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0702809_rm142580480_1978-6-10_2000.jpg,2.52531960972243,,96.9606045,62.52110289,158.42170739,123.98220578
13,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm1086604_rm1446550272_1991-4-4_2005.jpg,4.259647845856497,,89.78980815,89.78980815,223.13952038,223.13952038
44,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0491402_rm3371337728_1959-6-11_2004.jpg,1.5015533057166972,,223.076,42.532,347.2,166.656
30,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000202_rm3117725696_1974-9-10_2005.jpg,4.215720476559758,,395.264,460.8,983.04,1048.576
33,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0956603_rm2710814464_1970-10-11_2004.jpg,4.526508748240661,,458.46721373,515.51961545,969.89082917,1026.94323089
31,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0014800_rm4224317184_1938-5-15_1970.jpg,1.6302472608568161,,276.6876052,83.70628156,358.39388676,165.41256312
50,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0000609_rm2765586432_1959-5-12_2010.jpg,1.1265730990803982,,722.944,329.728,1310.72,917.504
39,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0004806_rm2762899456_1970-7-23_2010.jpg,3.880163466040258,,386.193,322.161,960.48,896.448
40,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/07/nm0752407_rm3886120960_1968-5-3_2009.jpg,2.8305603666685304,,134.958,39.566,173.44,78.048
35,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm0000205_rm279156992_1968-11-8_2004.jpg,1.354895159333057,,230.25833554,125.16784842,315.27146137,210.18097425
29,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0000106_rm2496433152_1975-2-22_2005.jpg,1.8289269426520034,,563.96596513,89.84768205,719.95739282,245.83910974
54,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0371304_rm2883030272_1945-2-4_2000.jpg,1.0868054427887506,,788.48,133.12,1966.08,1310.72
34,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0043704_rm4279143936_1975-5-26_2010.jpg,4.6280038453689585,,300.06368039,300.06368039,1639.20174217,1639.20174217
34,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0634300_rm3593121792_1976-6-6_2011.jpg,3.9165971074030494,,545.05800795,364.03867197,950.35151391,769.33217793
37,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm1950004_rm2009321728_1977-0-0_2014.jpg,2.7900529387828055,,728.20652246,324.78512109,1452.31704491,1048.89564355
21,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm4415900_rm2350116864_1993-9-9_2015.jpg,2.4509682589328396,,1779.35507346,730.69762096,2500.64469441,1451.98724192
19,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0002801_rm1057458176_1989-12-17_2009.jpg,4.995934415941542,,79.59694016,79.59694016,197.53735039,197.53735039
36,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0001303_rm247567360_1971-8-29_2008.jpg,2.820158671410729,,136.60820436,59.00351615,310.41875282,232.81406462
46,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0121404_rm12425984_1958-7-30_2005.jpg,4.8145191785746535,,85.652,77.14,161.728,153.216
47,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0000100_rm633575680_1955-1-6_2003.jpg,2.8933669625972973,,187.71948374,79.78670466,251.84315119,143.91037211
40,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/08/nm0670408_rm2662185472_1970-2-14_2011.jpg,1.6447341237028632,,1230.848,346.112,1376.256,491.52
25,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0000409_rm2522126336_1968-12-3_1994.jpg,3.0342509621952134,,216.35511983,111.24462555,265.54230133,160.43180705
54,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000102_rm4093490432_1958-7-8_2013.jpg,4.143421711469869,,167.05173007,117.20741105,315.68068713,265.83636811
37,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm0005105_rm1489668096_1968-10-11_2006.jpg,2.896519746750875,,210.3761149,49.86732115,246.93660577,86.42781202
41,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/07/nm0752407_rm1144619264_1968-5-3_2010.jpg,3.882067349318939,,103.062,51.798,179.424,128.16
62,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0001001_rm3094714624_1940-3-26_2003.jpg,1.909511402252051,,61.11,187.11,105.84,231.84
32,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0001401_rm1580177408_1975-6-4_2008.jpg,3.972034001674225,,272.61143802,49.98298873,383.41566266,160.78721338
13,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/07/nm5015107_rm2655966208_1996-7-30_2010.jpg,3.405182413049421,,265.96,126.44,390.656,251.136
22,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm1741002_rm2198321664_1982-10-28_2005.jpg,2.35266654591131,,593,241,736,384
30,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0454809_rm4037247488_1979-4-23_2010.jpg,4.082789780856275,,110.00722856,27.90080714,150.52843927,68.42201785
17,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0004809_rm3049426432_1987-12-7_2005.jpg,2.269916205408684,,327.86377701,240.14983684,398.69972806,310.98578789
29,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0267506_rm4237793792_1976-11-29_2006.jpg,2.812622883304612,,106.46155709,39.04674803,149.27564863,81.86083957
29,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0005003_rm2060884736_1970-6-26_2000.jpg,2.0246554328470774,,135.182,51.022,172.528,88.368
49,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0331906_rm3711343360_1955-2-28_2005.jpg,4.947575569020861,,87.584,52.768,165.376,130.56
21,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm0192505_rm3030760192_1985-11-30_2007.jpg,3.80471756056639,,730.8374927,198.98310614,906.12228822,374.26790166
25,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0005502_rm2274672128_1985-10-11_2011.jpg,2.8115776720645385,,68.18790802,337.74754009,219.01720106,488.57683314
41,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0004906_rm2169369088_1973-11-26_2015.jpg,5.185314830755907,,493.72621949,283.00698256,807.75707487,597.03783795
40,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0448900_rm674077184_1962-10-23_2003.jpg,4.796376762461029,,93.14122716,56.1007363,175.94233161,138.90184074
32,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0740500_rm3850344704_1963-0-0_1995.jpg,2.604308458749612,,195.83704141,109.14413412,390.11808283,303.42517553
24,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm2088803_rm3270939904_1982-7-30_2007.jpg,1.5025759243769579,,219.36,54.24,253.44,88.32
29,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0005109_rm3856640768_1983-8-14_2013.jpg,2.190863740836095,,378.45347697,453.73457236,1053.9353355,1129.2164309
29,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm1007605_rm3173234688_1971-7-27_2001.jpg,1.6413928129012234,,113.6899479,53.41050902,180.83831665,120.55887777
37,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm0005105_rm1117817344_1968-10-11_2006.jpg,3.282896831653888,,189.79806442,33.40488077,226.35855529,69.96537163
54,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000502_rm697861120_1938-10-22_1993.jpg,2.776346145395753,,919.552,296.96,1212.416,589.824
50,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0000903_rm437356032_1956-6-18_2007.jpg,3.132985295198334,,382.548,69.012,504.384,190.848
20,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm2554206_rm1719834880_1981-7-21_2002.jpg,2.169709098826666,,195.75,133.11,257.52,194.88
39,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0942504_rm1345174272_1972-0-0_2011.jpg,3.112530385019224,,1114.23080028,372.77560009,1320.71707534,579.26187515
43,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0002006_rm1920047360_1960-6-17_2004.jpg,2.894702982612851,,227.86468683,82.59497024,284.22335853,138.95364195
44,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0491402_rm1554153984_1959-6-11_2004.jpg,2.381547185679406,,209.188,70.308,270.816,131.936
23,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm1156709_rm1224510208_1977-3-28_2001.jpg,2.0224208038843976,,180.20958415,116.91326033,274.28406988,210.98774606
24,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0001401_rm1386191616_1975-6-4_2000.jpg,1.1632808855667771,,97.28083726,44.08657677,140.23941403,87.04515353
38,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0295103_rm2091420160_1969-3-16_2008.jpg,2.8432953647165053,,74.63326395,74.63326395,207.48353905,207.48353905
38,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0954704_rm2945620480_1965-9-28_2004.jpg,4.014982440109047,,80.17849292,133.21215487,314.,371.23563365
30,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm1935905_rm2273637632_1984-9-19_2015.jpg,4.200947371137697,,526.49582177,163.41656055,705.98745239,342.90819116
44,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0491402_rm3528899840_1959-6-11_2004.jpg,3.2434133300365557,,403.62,132.804,465.248,194.432
20,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm1138805_rm3968318976_1989-7-22_2010.jpg,1.6689450180906735,,261.60053759,68.14342906,336.44714528,142.99003674
28,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0005006_rm872913664_1970-12-28_1999.jpg,2.0312256722238318,,78.59,52.574,156.096,130.08
34,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm1627901_rm2606870784_1976-6-18_2011.jpg,4.284074875168078,,255.45844123,61.99402589,346.19948007,152.73506474
12,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm1927701_rm4153383168_1992-10-9_2005.jpg,3.352180887617697,,64.8,231.2,179.2,345.6
43,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/08/nm0915208_rm3457984512_1968-9-28_2012.jpg,4.660017484133733,,491.22600107,552.3732512,1039.50325227,1100.6505024
33,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0427700_rm4013928448_1930-4-28_1964.jpg,2.704557541766413,,49.41138614,49.41138614,267.85762376,267.85762376
43,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0001609_rm1026984704_1964-9-6_2008.jpg,5.864866046303602,,76.21894315,76.21894315,211.78344082,211.78344082
42,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000302_rm3289550336_1944-9-13_1987.jpg,2.771917025011554,,445.8115415,889.575083,625.30317212,1069.06671362
28,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/07/nm2578007_rm3865610496_1980-10-21_2009.jpg,5.0264396285542965,,51.604,85.652,204.288,238.336
48,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/07/nm0698707_rm3426462208_1962-2-15_2011.jpg,4.272955101432918,,173.79730994,62.68118212,283.96343777,172.84730994
34,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0004806_rm2113909248_1970-7-23_2005.jpg,3.905020760827396,,99.87855064,66.78370043,173.74796362,140.65311341
57,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0000501_rm3953565952_1954-12-18_2012.jpg,4.450818470593984,,261.47381132,520.89962264,1037.70324528,1297.12905661
27,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/08/nm1032208_rm174626560_1980-9-21_2008.jpg,3.083380151250275,,227.11579891,67.98891319,281.53218243,122.40529671
15,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm0004809_rm1664326400_1987-12-7_2003.jpg,3.506910067305483,,96.55629123,64.54952748,240.05072806,208.04396432
23,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0005502_rm28347904_1985-10-11_2009.jpg,4.014232529134307,,282.4,52.,396.8,166.4
28,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0563301_rm1093245696_1971-4-8_2000.jpg,1.7694418118897453,,90.52843434,25.5396762,134.97665151,69.98789337
50,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0339304_rm2950011648_1956-8-12_2007.jpg,4.256991399018275,,76.21894315,91.34633178,211.78344082,226.91082945
41,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0000206_rm50502144_1964-9-2_2006.jpg,5.397184290679262,,78.56133047,94.16159657,218.40372532,234.00399141
25,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/09/nm1008709_rm1889393920_1977-7-13_2003.jpg,4.134972547933363,,1368.22,523.74,1948.8,1104.32
32,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm1443502_rm2259410688_1979-2-21_2012.jpg,1.58156340384422,,428.032,772.096,573.44,917.504
49,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0000200_rm1857335296_1955-5-17_2005.jpg,2.4550181577365278,,1247.232,264.192,1540.096,557.056
22,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm1466205_rm2584140800_1990-5-1_2013.jpg,3.3792805159302772,,105,81,176,152
51,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000502_rm6339584_1938-10-22_1990.jpg,1.155155172753865,,444.416,624.64,589.824,770.048
25,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0005502_rm48675584_1985-10-11_2011.jpg,5.24332275651145,,405.46940136,486.15368164,1129.57992382,1210.26420409
37,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0005401_rm1582536704_1970-4-13_2008.jpg,3.7164006761353696,,222.87,98.838,268.736,144.704
21,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000702_rm769890304_1976-3-22_1998.jpg,2.4105451832485523,,126.80663645,41.11620457,166.87084102,81.18040915
22,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm2584600_rm3341663488_1988-7-20_2011.jpg,2.323257146828941,,401.41481201,344.3624103,912.83842746,855.78602574
45,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0000604_rm3347298560_1965-5-24_2011.jpg,3.723947584116268,,529.01566775,284.35210772,696.35013239,451.68657236
32,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0697201_rm570791680_1975-9-16_2008.jpg,2.931502216822574,,160.8,135.2,217.6,192.
41,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm0000206_rm1578732544_1964-9-2_2006.jpg,1.7487622626477926,,566.65621545,566.65621545,903.37314472,903.37314472
46,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0000501_rm3922889984_1954-12-18_2001.jpg,2.2598432089376956,,1434.19397485,526.49582177,1613.68560546,705.98745239
17,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm0000204_rm990282496_1981-6-9_1999.jpg,4.119548623454088,,541.855,173.455,761.36,392.96
36,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/06/nm1769806_rm2878600192_1978-10-11_2015.jpg,3.4444195317767248,,2115.94689777,595.55249138,2871.85610097,1351.46169457
41,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0295103_rm3197418496_1969-3-16_2011.jpg,1.7608600161923875,,372.77560009,558.13940014,1204.86470031,1390.22850036
48,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/08/nm0203508_rm302822656_1963-11-10_2012.jpg,4.089433023516214,,372.77560009,465.45750012,1204.86470031,1297.54660033
45,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/08/nm0004908_rm1213107456_1963-7-5_2009.jpg,2.122684727571195,,96.57,117.882,191.808,213.12
28,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0001401_rm4023819008_1975-6-4_2004.jpg,2.7649695711777054,,103.88176287,118.64630043,169.79218187,184.55671942
68,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0001803_rm3215446528_1944-5-16_2013.jpg,4.144704613901844,,849.23294287,405.46940136,1210.26420409,766.50066259
27,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/07/nm2430007_rm4100569088_1983-5-16_2011.jpg,4.527166797225275,,624.64,395.264,917.504,688.128
26,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm1312105_rm3056847872_1983-8-19_2010.jpg,4.4043980284820625,,276.6876052,221.55008416,441.10016832,385.96264728
30,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/04/nm1645304_rm2746522368_1975-12-13_2006.jpg,4.394109260415602,,86.97838257,36.09815753,132.2885851,81.40836006
61,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/08/nm0384908_rm1681574912_1912-8-15_1974.jpg,2.6756084279566443,,1617.198,1778.414,3063.104,3224.32
37,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0000701_rm1466683648_1975-10-5_2013.jpg,1.2189020466158835,,230.25760686,515.51961545,741.68122231,1026.94323089
31,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0000501_rm2640952064_1954-12-18_1986.jpg,3.1578540134595454,,232.50147589,186.20578071,439.80910419,393.51340901
30,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/08/nm1216008_rm1287564288_1981-8-29_2012.jpg,2.38969901145376,,331.82512624,111.27504208,496.23768936,275.6876052
34,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm1035503_rm1576524544_1978-5-23_2013.jpg,2.8936048377126107,,529.01566775,303.17238157,865.73259702,639.88931084
34,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0365300_rm1872532480_1973-11-27_2008.jpg,5.668283929541164,,88.19829181,88.19829181,218.99072953,218.99072953
29,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0029502_rm692492544_1966-11-10_1996.jpg,4.340818122256402,,125.919616,108.04395657,286.01055085,268.13489143
36,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0295103_rm592290304_1969-3-16_2006.jpg,1.153048943732595,,302.61140705,96.83090224,425.27970993,219.49920513
20,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0000702_rm773822976_1976-3-22_1997.jpg,4.1096946594042425,,161.44479375,73.16495719,232.73775094,144.45791437
28,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/03/nm0005403_rm369788928_1980-6-26_2009.jpg,2.130284644665013,,151.70570353,124.26830288,274.37400641,246.93660577
30,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0000701_rm693082368_1975-10-5_2006.jpg,3.3901528600085875,,92.25454413,122.71005885,228.41636034,258.87187505
26,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/05/nm4362505_rm1059582208_1989-0-0_2015.jpg,2.416152068944985,,105.00671594,93.41441417,208.66143187,197.0691301
52,0,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/02/nm0001902_rm3671890176_1951-2-20_2004.jpg,3.215900553369055,,299.42295332,64.02608101,380.25648605,144.85961373
29,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/00/nm0132300_rm331848448_1972-12-7_2002.jpg,4.930944109265681,,102.81482967,58.99218838,233.72075354,189.89811225
21,1,C:/Users/Cera/PycharmProjects/pythonProject/imdb_0/01/nm0304801_rm2177407232_1982-8-6_2004.jpg,3.8899887634575334,,198.18928461,33.56488077,296.32392692,131.69952308
